dataset,model,feature,importance
torres_torres,random_forest,wpli_theta_T7_T8,0.004238767017373709
torres_torres,svm,wpli_theta_T7_T8,0.0
torres_torres,random_forest,wpli_alpha_T7_T8,0.0026610683777010956
torres_torres,svm,wpli_alpha_T7_T8,0.0
torres_torres,random_forest,wpli_beta_T7_T8,0.045711452203614424
torres_torres,svm,wpli_beta_T7_T8,0.0
torres_torres,random_forest,wpli_gamma_T7_T8,0.004647451785255931
torres_torres,svm,wpli_gamma_T7_T8,0.0
torres_torres,random_forest,plzc_C3,0.0
torres_torres,svm,plzc_C3,0.0
torres_torres,random_forest,plzc_C4,0.0
torres_torres,svm,plzc_C4,0.0
torres_torres,random_forest,plzc_F3,0.00043270741224514346
torres_torres,svm,plzc_F3,0.0
torres_torres,random_forest,plzc_F4,1.3309825454278726e-17
torres_torres,svm,plzc_F4,0.0
torres_torres,random_forest,plzc_F7,1.923394222945431e-18
torres_torres,svm,plzc_F7,0.0
torres_torres,random_forest,plzc_F8,0.0010055213817032167
torres_torres,svm,plzc_F8,0.0
torres_torres,random_forest,plzc_Fp1,4.35121631600106e-19
torres_torres,svm,plzc_Fp1,0.0
torres_torres,random_forest,plzc_Fp2,1.8744780937372665e-19
torres_torres,svm,plzc_Fp2,0.0
torres_torres,random_forest,plzc_Fz,0.001304789694771837
torres_torres,svm,plzc_Fz,0.0
torres_torres,random_forest,plzc_P7,1.5718628209216283e-18
torres_torres,svm,plzc_P7,0.0
torres_torres,random_forest,plzc_P8,0.0
torres_torres,svm,plzc_P8,0.0
torres_torres,random_forest,plzc_T7,8.142981198405483e-19
torres_torres,svm,plzc_T7,0.0
torres_torres,random_forest,plzc_T8,0.0
torres_torres,svm,plzc_T8,0.0
ibarra_zarate,random_forest,power_delta_C3,2.263578522451047e-17
ibarra_zarate,svm,power_delta_C3,0.002860332676391486
ibarra_zarate,random_forest,power_theta_C3,3.709709719096005e-17
ibarra_zarate,svm,power_theta_C3,0.001279277713218918
ibarra_zarate,random_forest,power_alpha_C3,1.4302655817901888e-18
ibarra_zarate,svm,power_alpha_C3,0.0004554124532621828
ibarra_zarate,random_forest,power_beta_C3,1.938603664400092e-05
ibarra_zarate,svm,power_beta_C3,-0.00028380948628651257
ibarra_zarate,random_forest,power_gamma_C3,4.880294380150289e-05
ibarra_zarate,svm,power_gamma_C3,0.00017190062571115217
ibarra_zarate,random_forest,power_delta_C4,1.5856363602049238e-17
ibarra_zarate,svm,power_delta_C4,0.0013265296844774065
ibarra_zarate,random_forest,power_theta_C4,4.725438649615032e-17
ibarra_zarate,svm,power_theta_C4,0.00040700231892393246
ibarra_zarate,random_forest,power_alpha_C4,3.955350629206478e-18
ibarra_zarate,svm,power_alpha_C4,0.00010783905386518855
ibarra_zarate,random_forest,power_beta_C4,0.0005946703826972577
ibarra_zarate,svm,power_beta_C4,-0.00030874246436325415
ibarra_zarate,random_forest,power_gamma_C4,1.3305127630756055e-17
ibarra_zarate,svm,power_gamma_C4,0.002593332790692482
ibarra_zarate,random_forest,power_delta_F3,7.70506811967168e-06
ibarra_zarate,svm,power_delta_F3,0.00016465398849717648
ibarra_zarate,random_forest,power_theta_F3,1.0234724911582716e-15
ibarra_zarate,svm,power_theta_F3,-0.00014001866915587248
ibarra_zarate,random_forest,power_alpha_F3,3.485370202546323e-18
ibarra_zarate,svm,power_alpha_F3,-6.000800106681359e-05
ibarra_zarate,random_forest,power_beta_F3,3.178636984937191e-19
ibarra_zarate,svm,power_beta_F3,-0.0006800906787572059
ibarra_zarate,random_forest,power_gamma_F3,0.0006002396368885082
ibarra_zarate,svm,power_gamma_F3,-0.0002542438558907456
ibarra_zarate,random_forest,power_delta_F4,1.502491000228206e-16
ibarra_zarate,svm,power_delta_F4,0.0018407919757266523
ibarra_zarate,random_forest,power_theta_F4,1.2884502598694114e-17
ibarra_zarate,svm,power_theta_F4,0.0005809378479901484
ibarra_zarate,random_forest,power_alpha_F4,4.352910184176253e-17
ibarra_zarate,svm,power_alpha_F4,0.00031365653948666193
ibarra_zarate,random_forest,power_beta_F4,0.0011349927176256406
ibarra_zarate,svm,power_beta_F4,-0.00020032432895814579
ibarra_zarate,random_forest,power_gamma_F4,8.879367232785597e-17
ibarra_zarate,svm,power_gamma_F4,-3.451217738124068e-05
ibarra_zarate,random_forest,power_delta_F7,0.0
ibarra_zarate,svm,power_delta_F7,0.00022176658186462417
ibarra_zarate,random_forest,power_theta_F7,1.0266665481731074e-15
ibarra_zarate,svm,power_theta_F7,9.334577943724831e-05
ibarra_zarate,random_forest,power_alpha_F7,1.3634526585593164e-17
ibarra_zarate,svm,power_alpha_F7,-6.667555674090275e-05
ibarra_zarate,random_forest,power_beta_F7,1.3239337005064832e-05
ibarra_zarate,svm,power_beta_F7,-0.0002933724496599899
ibarra_zarate,random_forest,power_gamma_F7,4.348687696700877e-17
ibarra_zarate,svm,power_gamma_F7,-0.0003600480064009148
ibarra_zarate,random_forest,power_delta_F8,7.790252848360175e-17
ibarra_zarate,svm,power_delta_F8,0.0006160128709802315
ibarra_zarate,random_forest,power_theta_F8,1.0230149252674285e-17
ibarra_zarate,svm,power_theta_F8,0.0006090638925017267
ibarra_zarate,random_forest,power_alpha_F8,4.55624508139999e-06
ibarra_zarate,svm,power_alpha_F8,-0.00010610180924556235
ibarra_zarate,random_forest,power_beta_F8,0.0006277275432650717
ibarra_zarate,svm,power_beta_F8,-0.0002133617815709088
ibarra_zarate,random_forest,power_gamma_F8,8.540266728111509e-16
ibarra_zarate,svm,power_gamma_F8,1.333511134817833e-05
ibarra_zarate,random_forest,power_delta_Fp1,6.569097743249641e-16
ibarra_zarate,svm,power_delta_Fp1,7.2466372139756706e-06
ibarra_zarate,random_forest,power_theta_Fp1,1.6775081078144475e-19
ibarra_zarate,svm,power_theta_Fp1,0.00016233766233768597
ibarra_zarate,random_forest,power_alpha_Fp1,1.0669667304244029e-15
ibarra_zarate,svm,power_alpha_Fp1,6.667555674089165e-06
ibarra_zarate,random_forest,power_beta_Fp1,0.015481271652580106
ibarra_zarate,svm,power_beta_Fp1,-0.0004000533404454498
ibarra_zarate,random_forest,power_gamma_Fp1,0.009811642712939727
ibarra_zarate,svm,power_gamma_Fp1,-0.0005400720096013333
ibarra_zarate,random_forest,power_delta_Fp2,3.005588178620181e-05
ibarra_zarate,svm,power_delta_Fp2,0.0007142889614719427
ibarra_zarate,random_forest,power_theta_Fp2,8.413053400654622e-17
ibarra_zarate,svm,power_theta_Fp2,0.00017625185522575083
ibarra_zarate,random_forest,power_alpha_Fp2,1.2857335059154456e-06
ibarra_zarate,svm,power_alpha_Fp2,-8.001066808908109e-05
ibarra_zarate,random_forest,power_beta_Fp2,0.0033323066993908496
ibarra_zarate,svm,power_beta_Fp2,-0.00026003467128954405
ibarra_zarate,random_forest,power_gamma_Fp2,0.0005363968839279072
ibarra_zarate,svm,power_gamma_Fp2,-0.000293372449660001
ibarra_zarate,random_forest,power_delta_Fz,0.0003890521657850282
ibarra_zarate,svm,power_delta_Fz,0.0007105168134972417
ibarra_zarate,random_forest,power_theta_Fz,2.574506367566498e-19
ibarra_zarate,svm,power_theta_Fz,2.7828385776118568e-05
ibarra_zarate,random_forest,power_alpha_Fz,1.6149305433524753e-16
ibarra_zarate,svm,power_alpha_Fz,-4.667288971862416e-05
ibarra_zarate,random_forest,power_beta_Fz,1.1308251092458484e-05
ibarra_zarate,svm,power_beta_Fz,-0.00025278803407556837
ibarra_zarate,random_forest,power_gamma_Fz,8.317217305863729e-17
ibarra_zarate,svm,power_gamma_Fz,-0.00010378548308609403
ibarra_zarate,random_forest,power_delta_P7,3.458085236862503e-18
ibarra_zarate,svm,power_delta_P7,0.004499956054746734
ibarra_zarate,random_forest,power_theta_P7,7.640431913159372e-06
ibarra_zarate,svm,power_theta_P7,0.0005499163957791931
ibarra_zarate,random_forest,power_alpha_P7,7.740345083629878e-18
ibarra_zarate,svm,power_alpha_P7,0.00019074512965369105
ibarra_zarate,random_forest,power_beta_P7,1.7221602784453524e-16
ibarra_zarate,svm,power_beta_P7,-0.00022553872983933633
ibarra_zarate,random_forest,power_gamma_P7,0.000548562958994996
ibarra_zarate,svm,power_gamma_P7,0.002641477738157305
ibarra_zarate,random_forest,power_delta_P8,7.873358026482547e-17
ibarra_zarate,svm,power_delta_P8,0.00702777145177802
ibarra_zarate,random_forest,power_theta_P8,8.964226222974984e-16
ibarra_zarate,svm,power_theta_P8,0.0009050340911255673
ibarra_zarate,random_forest,power_alpha_P8,1.3049511815477315e-17
ibarra_zarate,svm,power_alpha_P8,0.00045657061634192254
ibarra_zarate,random_forest,power_beta_P8,6.893794369803745e-18
ibarra_zarate,svm,power_beta_P8,-0.0003061284794683039
ibarra_zarate,random_forest,power_gamma_P8,3.910133139419838e-16
ibarra_zarate,svm,power_gamma_P8,0.00011798109877854124
ibarra_zarate,random_forest,power_delta_T7,3.491081731351972e-17
ibarra_zarate,svm,power_delta_T7,0.0052626389146258725
ibarra_zarate,random_forest,power_theta_T7,9.815750138460742e-17
ibarra_zarate,svm,power_theta_T7,0.0004429540821893396
ibarra_zarate,random_forest,power_alpha_T7,1.4670643472228396e-16
ibarra_zarate,svm,power_alpha_T7,0.0005945706180737864
ibarra_zarate,random_forest,power_beta_T7,0.00018497998285442428
ibarra_zarate,svm,power_beta_T7,-0.00028003733831183375
ibarra_zarate,random_forest,power_gamma_T7,3.745476058522524e-05
ibarra_zarate,svm,power_gamma_T7,-0.00032004267235636875
ibarra_zarate,random_forest,power_delta_T8,2.968383979327058e-16
ibarra_zarate,svm,power_delta_T8,0.0022193868273345575
ibarra_zarate,random_forest,power_theta_T8,5.7010099451220026e-18
ibarra_zarate,svm,power_theta_T8,2.1160830102040505e-05
ibarra_zarate,random_forest,power_alpha_T8,9.014342048244058e-16
ibarra_zarate,svm,power_alpha_T8,-0.00024003200426726546
ibarra_zarate,random_forest,power_beta_T8,3.4311742635105844e-18
ibarra_zarate,svm,power_beta_T8,0.00041338845179362816
ibarra_zarate,random_forest,power_gamma_T8,7.670718794604216e-05
ibarra_zarate,svm,power_gamma_T8,0.0012201626883584283
ibarra_zarate,random_forest,wpli_delta_C3_C4,0.0030025357923254147
ibarra_zarate,svm,wpli_delta_C3_C4,0.0006134151220162698
ibarra_zarate,random_forest,wpli_theta_C3_C4,0.0016002373902990557
ibarra_zarate,svm,wpli_theta_C3_C4,0.0017402320309374165
ibarra_zarate,random_forest,wpli_alpha_C3_C4,0.0006954484828477818
ibarra_zarate,svm,wpli_alpha_C3_C4,0.00013335111348179441
ibarra_zarate,random_forest,wpli_beta_C3_C4,0.0022990813810940614
ibarra_zarate,svm,wpli_beta_C3_C4,-0.00037338311774907094
ibarra_zarate,random_forest,wpli_gamma_C3_C4,0.004514987805342968
ibarra_zarate,svm,wpli_gamma_C3_C4,0.00021336178157087548
ibarra_zarate,random_forest,wpli_delta_C3_F3,0.00138299883891994
ibarra_zarate,svm,wpli_delta_C3_F3,-0.000153353780504073
ibarra_zarate,random_forest,wpli_theta_C3_F3,0.002209778820481308
ibarra_zarate,svm,wpli_theta_C3_F3,0.0006800906787572059
ibarra_zarate,random_forest,wpli_alpha_C3_F3,0.0
ibarra_zarate,svm,wpli_alpha_C3_F3,-6.667555674089165e-05
ibarra_zarate,random_forest,wpli_beta_C3_F3,0.008969269998246009
ibarra_zarate,svm,wpli_beta_C3_F3,-0.0004800640085345198
ibarra_zarate,random_forest,wpli_gamma_C3_F3,0.003858466137057697
ibarra_zarate,svm,wpli_gamma_C3_F3,0.00040005334044542764
ibarra_zarate,random_forest,wpli_delta_C4_F3,0.005443854853967844
ibarra_zarate,svm,wpli_delta_C4_F3,-0.00016002133617817326
ibarra_zarate,random_forest,wpli_theta_C4_F3,0.0026350071185127534
ibarra_zarate,svm,wpli_theta_C4_F3,-0.0001333511134817833
ibarra_zarate,random_forest,wpli_alpha_C4_F3,0.0018419255872053055
ibarra_zarate,svm,wpli_alpha_C4_F3,-0.0001733564475263627
ibarra_zarate,random_forest,wpli_beta_C4_F3,0.0010364818429516233
ibarra_zarate,svm,wpli_beta_C4_F3,-3.3337778370456925e-05
ibarra_zarate,random_forest,wpli_gamma_C4_F3,0.0012124163355295514
ibarra_zarate,svm,wpli_gamma_C4_F3,-7.334311241498081e-05
ibarra_zarate,random_forest,wpli_delta_C3_F4,0.002273523671655103
ibarra_zarate,svm,wpli_delta_C3_F4,0.0002466995599413324
ibarra_zarate,random_forest,wpli_theta_C3_F4,0.000683872523928351
ibarra_zarate,svm,wpli_theta_C3_F4,7.334311241499191e-05
ibarra_zarate,random_forest,wpli_alpha_C3_F4,0.00010290154684685225
ibarra_zarate,svm,wpli_alpha_C3_F4,-0.00026003467128953294
ibarra_zarate,random_forest,wpli_beta_C3_F4,0.0038136917044279094
ibarra_zarate,svm,wpli_beta_C3_F4,-0.0006534204560608492
ibarra_zarate,random_forest,wpli_gamma_C3_F4,0.0004268652486118719
ibarra_zarate,svm,wpli_gamma_C3_F4,0.00012001600213360498
ibarra_zarate,random_forest,wpli_delta_C4_F4,0.004056149502857523
ibarra_zarate,svm,wpli_delta_C4_F4,-0.00035338045072683675
ibarra_zarate,random_forest,wpli_theta_C4_F4,0.007879381561335292
ibarra_zarate,svm,wpli_theta_C4_F4,-0.0002867048939859007
ibarra_zarate,random_forest,wpli_alpha_C4_F4,0.0006530401103045331
ibarra_zarate,svm,wpli_alpha_C4_F4,0.0004933991198826981
ibarra_zarate,random_forest,wpli_beta_C4_F4,0.002435758373139048
ibarra_zarate,svm,wpli_beta_C4_F4,-0.00012668355780771635
ibarra_zarate,random_forest,wpli_gamma_C4_F4,0.0020772454968415234
ibarra_zarate,svm,wpli_gamma_C4_F4,-0.00014001866915588356
ibarra_zarate,random_forest,wpli_delta_F3_F4,0.0007052629854161966
ibarra_zarate,svm,wpli_delta_F3_F4,3.3337778370445825e-05
ibarra_zarate,random_forest,wpli_theta_F3_F4,0.003361988685481208
ibarra_zarate,svm,wpli_theta_F3_F4,4.000533404453499e-05
ibarra_zarate,random_forest,wpli_alpha_F3_F4,0.002832100780109229
ibarra_zarate,svm,wpli_alpha_F3_F4,-2.0002667022267494e-05
ibarra_zarate,random_forest,wpli_beta_F3_F4,0.004308659391228972
ibarra_zarate,svm,wpli_beta_F3_F4,-0.0002667022269636332
ibarra_zarate,random_forest,wpli_gamma_F3_F4,0.0036249061064426756
ibarra_zarate,svm,wpli_gamma_F3_F4,0.00011334844645952691
ibarra_zarate,random_forest,wpli_delta_C3_F7,0.01681959901890669
ibarra_zarate,svm,wpli_delta_C3_F7,-3.333777837046803e-05
ibarra_zarate,random_forest,wpli_theta_C3_F7,0.003347329080537347
ibarra_zarate,svm,wpli_theta_C3_F7,0.0001133484464595158
ibarra_zarate,random_forest,wpli_alpha_C3_F7,0.00081281944959649
ibarra_zarate,svm,wpli_alpha_C3_F7,-3.3337778370445825e-05
ibarra_zarate,random_forest,wpli_beta_C3_F7,0.0006788344076577099
ibarra_zarate,svm,wpli_beta_C3_F7,0.00010001333511134858
ibarra_zarate,random_forest,wpli_gamma_C3_F7,0.0029344345549064733
ibarra_zarate,svm,wpli_gamma_C3_F7,0.000446726230164074
ibarra_zarate,random_forest,wpli_delta_C4_F7,0.004876016359869667
ibarra_zarate,svm,wpli_delta_C4_F7,-2.0002667022267494e-05
ibarra_zarate,random_forest,wpli_theta_C4_F7,0.002598531602747298
ibarra_zarate,svm,wpli_theta_C4_F7,-0.000266702226963611
ibarra_zarate,random_forest,wpli_alpha_C4_F7,0.0005362831994507549
ibarra_zarate,svm,wpli_alpha_C4_F7,0.00042672356314180646
ibarra_zarate,random_forest,wpli_beta_C4_F7,0.0014886809719924859
ibarra_zarate,svm,wpli_beta_C4_F7,1.333511134817833e-05
ibarra_zarate,random_forest,wpli_gamma_C4_F7,0.0028987460257358117
ibarra_zarate,svm,wpli_gamma_C4_F7,-0.00046006134151224123
ibarra_zarate,random_forest,wpli_delta_F3_F7,0.002873095697294214
ibarra_zarate,svm,wpli_delta_F3_F7,2.667022269635666e-05
ibarra_zarate,random_forest,wpli_theta_F3_F7,0.009388192867402589
ibarra_zarate,svm,wpli_theta_F3_F7,-0.00024003200426728766
ibarra_zarate,random_forest,wpli_alpha_F3_F7,0.004964609645349022
ibarra_zarate,svm,wpli_alpha_F3_F7,-0.000686758234431295
ibarra_zarate,random_forest,wpli_beta_F3_F7,0.003288082820579863
ibarra_zarate,svm,wpli_beta_F3_F7,0.00014001866915589468
ibarra_zarate,random_forest,wpli_gamma_F3_F7,0.0006675490809147861
ibarra_zarate,svm,wpli_gamma_F3_F7,0.0005934124549940245
ibarra_zarate,random_forest,wpli_delta_F4_F7,0.003448322646822087
ibarra_zarate,svm,wpli_delta_F4_F7,0.0002867048939859007
ibarra_zarate,random_forest,wpli_theta_F4_F7,0.006028998178549761
ibarra_zarate,svm,wpli_theta_F4_F7,-0.0002867048939859118
ibarra_zarate,random_forest,wpli_alpha_F4_F7,0.003464352942158768
ibarra_zarate,svm,wpli_alpha_F4_F7,0.00014668622482997274
ibarra_zarate,random_forest,wpli_beta_F4_F7,0.0008542543182698064
ibarra_zarate,svm,wpli_beta_F4_F7,0.0002600346712895218
ibarra_zarate,random_forest,wpli_gamma_F4_F7,7.586222807036781e-05
ibarra_zarate,svm,wpli_gamma_F4_F7,-0.0001733564475263516
ibarra_zarate,random_forest,wpli_delta_C3_F8,0.0004685446781565442
ibarra_zarate,svm,wpli_delta_C3_F8,-2.667022269635666e-05
ibarra_zarate,random_forest,wpli_theta_C3_F8,0.005719593878499867
ibarra_zarate,svm,wpli_theta_C3_F8,-6.667555674089165e-06
ibarra_zarate,random_forest,wpli_alpha_C3_F8,0.00010264099241703522
ibarra_zarate,svm,wpli_alpha_C3_F8,-0.00014668622482997274
ibarra_zarate,random_forest,wpli_beta_C3_F8,1.6342913704229797e-05
ibarra_zarate,svm,wpli_beta_C3_F8,-0.0001733564475263405
ibarra_zarate,random_forest,wpli_gamma_C3_F8,9.678889310431779e-05
ibarra_zarate,svm,wpli_gamma_C3_F8,0.0004267235631417843
ibarra_zarate,random_forest,wpli_delta_C4_F8,0.0028470986989175663
ibarra_zarate,svm,wpli_delta_C4_F8,-5.334044539271332e-05
ibarra_zarate,random_forest,wpli_theta_C4_F8,0.0011699506356511336
ibarra_zarate,svm,wpli_theta_C4_F8,-0.00012001600213362718
ibarra_zarate,random_forest,wpli_alpha_C4_F8,0.001044356804583747
ibarra_zarate,svm,wpli_alpha_C4_F8,-0.00010668089078542664
ibarra_zarate,random_forest,wpli_beta_C4_F8,0.0013066013425748737
ibarra_zarate,svm,wpli_beta_C4_F8,0.0003067075610081571
ibarra_zarate,random_forest,wpli_gamma_C4_F8,0.0005976796767821817
ibarra_zarate,svm,wpli_gamma_C4_F8,-0.0001333511134817833
ibarra_zarate,random_forest,wpli_delta_F3_F8,0.00026490035923222056
ibarra_zarate,svm,wpli_delta_F3_F8,-0.0003933857847713496
ibarra_zarate,random_forest,wpli_theta_F3_F8,0.0006862695499476359
ibarra_zarate,svm,wpli_theta_F3_F8,3.3337778370445825e-05
ibarra_zarate,random_forest,wpli_alpha_F3_F8,0.011889106024000139
ibarra_zarate,svm,wpli_alpha_F3_F8,3.3337778370445825e-05
ibarra_zarate,random_forest,wpli_beta_F3_F8,0.0009584412196575773
ibarra_zarate,svm,wpli_beta_F3_F8,-0.0002133617815709088
ibarra_zarate,random_forest,wpli_gamma_F3_F8,0.0011378819293657249
ibarra_zarate,svm,wpli_gamma_F3_F8,0.0002600346712895218
ibarra_zarate,random_forest,wpli_delta_F4_F8,0.0013661369009499394
ibarra_zarate,svm,wpli_delta_F4_F8,9.334577943724831e-05
ibarra_zarate,random_forest,wpli_theta_F4_F8,0.0010544122471562744
ibarra_zarate,svm,wpli_theta_F4_F8,-0.0003800506734231712
ibarra_zarate,random_forest,wpli_alpha_F4_F8,0.0055809347685413955
ibarra_zarate,svm,wpli_alpha_F4_F8,-0.00010001333511134858
ibarra_zarate,random_forest,wpli_beta_F4_F8,0.00046965947164147483
ibarra_zarate,svm,wpli_beta_F4_F8,-7.334311241498081e-05
ibarra_zarate,random_forest,wpli_gamma_F4_F8,0.00012038730385037933
ibarra_zarate,svm,wpli_gamma_F4_F8,-5.3340445392724425e-05
ibarra_zarate,random_forest,wpli_delta_F7_F8,7.994921341903292e-06
ibarra_zarate,svm,wpli_delta_F7_F8,0.0006134151220163142
ibarra_zarate,random_forest,wpli_theta_F7_F8,0.005127090256872101
ibarra_zarate,svm,wpli_theta_F7_F8,-6.667555674089165e-06
ibarra_zarate,random_forest,wpli_alpha_F7_F8,0.00010887875797391369
ibarra_zarate,svm,wpli_alpha_F7_F8,-6.667555674089165e-06
ibarra_zarate,random_forest,wpli_beta_F7_F8,0.0015522288518110632
ibarra_zarate,svm,wpli_beta_F7_F8,-0.00024003200426726546
ibarra_zarate,random_forest,wpli_gamma_F7_F8,0.0015741225446147436
ibarra_zarate,svm,wpli_gamma_F7_F8,0.0009801306840912182
ibarra_zarate,random_forest,wpli_delta_C3_Fp1,0.004041420103447801
ibarra_zarate,svm,wpli_delta_C3_Fp1,-0.00016002133617816218
ibarra_zarate,random_forest,wpli_theta_C3_Fp1,0.0036128235256852486
ibarra_zarate,svm,wpli_theta_C3_Fp1,-0.00014001866915589468
ibarra_zarate,random_forest,wpli_alpha_C3_Fp1,0.001287324687132967
ibarra_zarate,svm,wpli_alpha_C3_Fp1,-0.0001333511134818055
ibarra_zarate,random_forest,wpli_beta_C3_Fp1,0.0010745350177245217
ibarra_zarate,svm,wpli_beta_C3_Fp1,-3.3337778370445825e-05
ibarra_zarate,random_forest,wpli_gamma_C3_Fp1,0.0013408976153895425
ibarra_zarate,svm,wpli_gamma_C3_Fp1,-9.334577943725941e-05
ibarra_zarate,random_forest,wpli_delta_C4_Fp1,0.007536442973951757
ibarra_zarate,svm,wpli_delta_C4_Fp1,-0.00026670222696364434
ibarra_zarate,random_forest,wpli_theta_C4_Fp1,0.02290056651087516
ibarra_zarate,svm,wpli_theta_C4_Fp1,-0.0001733564475263738
ibarra_zarate,random_forest,wpli_alpha_C4_Fp1,0.0002887056625479403
ibarra_zarate,svm,wpli_alpha_C4_Fp1,3.3337778370445825e-05
ibarra_zarate,random_forest,wpli_beta_C4_Fp1,0.0019544583345519994
ibarra_zarate,svm,wpli_beta_C4_Fp1,-8.001066808906998e-05
ibarra_zarate,random_forest,wpli_gamma_C4_Fp1,0.0010364546340266342
ibarra_zarate,svm,wpli_gamma_C4_Fp1,-7.334311241498081e-05
ibarra_zarate,random_forest,wpli_delta_F3_Fp1,0.002143249590849152
ibarra_zarate,svm,wpli_delta_F3_Fp1,7.334311241498081e-05
ibarra_zarate,random_forest,wpli_theta_F3_Fp1,0.005212926207073643
ibarra_zarate,svm,wpli_theta_F3_Fp1,-0.00037338311774908205
ibarra_zarate,random_forest,wpli_alpha_F3_Fp1,0.007664563466378878
ibarra_zarate,svm,wpli_alpha_F3_Fp1,-6.667555674089165e-06
ibarra_zarate,random_forest,wpli_beta_F3_Fp1,0.0010947975731506702
ibarra_zarate,svm,wpli_beta_F3_Fp1,-0.00010668089078542664
ibarra_zarate,random_forest,wpli_gamma_F3_Fp1,0.0002394913694592782
ibarra_zarate,svm,wpli_gamma_F3_Fp1,-0.00026670222696364434
ibarra_zarate,random_forest,wpli_delta_F4_Fp1,0.0020251616083359113
ibarra_zarate,svm,wpli_delta_F4_Fp1,-6.667555674089165e-06
ibarra_zarate,random_forest,wpli_theta_F4_Fp1,0.0107699252036266
ibarra_zarate,svm,wpli_theta_F4_Fp1,-0.000333377783704536
ibarra_zarate,random_forest,wpli_alpha_F4_Fp1,0.010693723802756959
ibarra_zarate,svm,wpli_alpha_F4_Fp1,0.00016002133617817326
ibarra_zarate,random_forest,wpli_beta_F4_Fp1,0.0005660008346688392
ibarra_zarate,svm,wpli_beta_F4_Fp1,-0.0001133484464595158
ibarra_zarate,random_forest,wpli_gamma_F4_Fp1,0.004053707832951058
ibarra_zarate,svm,wpli_gamma_F4_Fp1,-6.667555674089165e-06
ibarra_zarate,random_forest,wpli_delta_F7_Fp1,0.0004153052564270495
ibarra_zarate,svm,wpli_delta_F7_Fp1,-0.00010001333511133748
ibarra_zarate,random_forest,wpli_theta_F7_Fp1,0.002177435112737426
ibarra_zarate,svm,wpli_theta_F7_Fp1,-8.001066808906998e-05
ibarra_zarate,random_forest,wpli_alpha_F7_Fp1,0.0038626310863769608
ibarra_zarate,svm,wpli_alpha_F7_Fp1,0.000153353780504073
ibarra_zarate,random_forest,wpli_beta_F7_Fp1,0.0007594301465841375
ibarra_zarate,svm,wpli_beta_F7_Fp1,-8.001066808906998e-05
ibarra_zarate,random_forest,wpli_gamma_F7_Fp1,0.003096516172915052
ibarra_zarate,svm,wpli_gamma_F7_Fp1,-0.000486731564208609
ibarra_zarate,random_forest,wpli_delta_F8_Fp1,0.0002976228322630863
ibarra_zarate,svm,wpli_delta_F8_Fp1,-9.334577943725941e-05
ibarra_zarate,random_forest,wpli_theta_F8_Fp1,0.0006218746706670136
ibarra_zarate,svm,wpli_theta_F8_Fp1,-0.00022669689291909823
ibarra_zarate,random_forest,wpli_alpha_F8_Fp1,0.0020395521880986244
ibarra_zarate,svm,wpli_alpha_F8_Fp1,0.0002533671156154327
ibarra_zarate,random_forest,wpli_beta_F8_Fp1,0.0011983979082308453
ibarra_zarate,svm,wpli_beta_F8_Fp1,0.00036004800640089264
ibarra_zarate,random_forest,wpli_gamma_F8_Fp1,0.001341369984090237
ibarra_zarate,svm,wpli_gamma_F8_Fp1,-4.000533404453499e-05
ibarra_zarate,random_forest,wpli_delta_C3_Fp2,0.0012942359193589604
ibarra_zarate,svm,wpli_delta_C3_Fp2,-9.334577943725941e-05
ibarra_zarate,random_forest,wpli_theta_C3_Fp2,0.001180484323490019
ibarra_zarate,svm,wpli_theta_C3_Fp2,-0.00011334844645952691
ibarra_zarate,random_forest,wpli_alpha_C3_Fp2,0.0027820248572157425
ibarra_zarate,svm,wpli_alpha_C3_Fp2,-0.00032004267235635764
ibarra_zarate,random_forest,wpli_beta_C3_Fp2,0.0010447054876679593
ibarra_zarate,svm,wpli_beta_C3_Fp2,-0.0002133617815709088
ibarra_zarate,random_forest,wpli_gamma_C3_Fp2,0.002033385536340223
ibarra_zarate,svm,wpli_gamma_C3_Fp2,-0.00015335378050408411
ibarra_zarate,random_forest,wpli_delta_C4_Fp2,0.001865464614509964
ibarra_zarate,svm,wpli_delta_C4_Fp2,-0.0002933724496600121
ibarra_zarate,random_forest,wpli_theta_C4_Fp2,0.024763576753873105
ibarra_zarate,svm,wpli_theta_C4_Fp2,-0.00010668089078545995
ibarra_zarate,random_forest,wpli_alpha_C4_Fp2,0.004126526753241259
ibarra_zarate,svm,wpli_alpha_C4_Fp2,0.00028003733831180047
ibarra_zarate,random_forest,wpli_beta_C4_Fp2,0.0008046284848870726
ibarra_zarate,svm,wpli_beta_C4_Fp2,0.0001733564475263294
ibarra_zarate,random_forest,wpli_gamma_C4_Fp2,0.0015457915232285656
ibarra_zarate,svm,wpli_gamma_C4_Fp2,0.0003667155620749707
ibarra_zarate,random_forest,wpli_delta_F3_Fp2,0.0016351585923825907
ibarra_zarate,svm,wpli_delta_F3_Fp2,-8.001066808908109e-05
ibarra_zarate,random_forest,wpli_theta_F3_Fp2,0.0012902716082597119
ibarra_zarate,svm,wpli_theta_F3_Fp2,-5.3340445392724425e-05
ibarra_zarate,random_forest,wpli_alpha_F3_Fp2,0.005014241131991928
ibarra_zarate,svm,wpli_alpha_F3_Fp2,0.00016668889185224024
ibarra_zarate,random_forest,wpli_beta_F3_Fp2,0.0009970571353237739
